n,iterations,weight,no_vertices,time,n_edges
71,346.00000000000006,3511.999999999999,71.0,0.04343850612640381,2445.0
72,365.0,4201.0,72.00000000000001,0.045441293716430665,2507.0
73,371.99999999999994,3703.000000000001,72.99999999999999,0.05194694995880127,2566.9999999999995
74,411.99999999999994,3450.0,74.0,0.054048967361450186,2655.9999999999995
75,388.99999999999994,3844.0000000000005,75.0,0.05474960803985595,2734.0000000000005
76,411.00000000000006,3828.000000000001,76.0,0.055951046943664554,2808.0000000000005
77,453.9999999999999,4170.0,77.00000000000001,0.0620565414428711,2889.0000000000005
78,436.0000000000001,4039.0000000000005,77.99999999999999,0.06351354122161866,2956.9999999999995
79,448.9999999999999,3798.000000000001,79.0,0.06806166172027589,3021.9999999999995
80,445.0,3504.0000000000005,80.0,0.06686055660247803,3110.9999999999995
